-1.5   0.00 -2.02 0.68
-1.0   -0.55 -1.40 -0.44
-0.5   -1.12 -0.97 -0.90
0.0   -1.56 -0.59 -0.76
0.5   -2.20 -0.37 -0.58
1.0   -2.92 -0.24 -0.41
