-3.0  -1.86 0.35 3.50
-2.5  -1.50 -0.90 2.30
-2.0  -0.86 -2.23 1.06
-1.5  -0.48 -2.90 0.15
-1.0  -0.71 -2.52 -0.48
-0.5  -0.90 -1.88 -0.75
0.0    -0.80 -1.08 -0.79
0.5    -0.58 -0.31 -0.69
1.0    -0.45 0.25 -0.48
1.5    -0.45 0.57 -0.16
