-1.5  0.78 0.91 3.65
-1.0  0.73 -0.15 2.99
-0.5  0.62 -1.38 1.87
0.0    0.19 -1.39 0.52
0.5    -0.76 -1.15 -0.64
1.0    -1.05 -0.68 -0.84
